timestamp,transformer_id,load_percentage,oil_temperature_c,winding_temperature_c,vibration_mm_s,dissolved_hydrogen_ppm,dissolved_acetylene_ppm,iso_forest_pred,anomaly_score,anomaly_flag
2026-06-04 17:00:00,TX-BETA-02,57.12,59.18,68.22,1.936,37.11,0.69,0,0.1957,0
2026-06-04 18:00:00,TX-BETA-02,53.17,54.32,64.57,2.056,58.79,0.42,0,0.1835,0
2026-06-04 19:00:00,TX-BETA-02,52.99,73.07,90.22,2.546,13.98,1.58,1,0.5901,1
2026-06-04 20:00:00,TX-BETA-02,68.49,49.78,63.15,2.192,28.8,1.18,0,0.0525,0
2026-06-04 21:00:00,TX-BETA-02,69.07,49.71,63.4,2.364,29.36,0.3,0,0.0653,0
2026-06-04 22:00:00,TX-BETA-02,68.86,46.83,59.0,2.551,24.7,0.39,0,0.0048,0
2026-06-04 23:00:00,TX-BETA-02,81.67,47.44,64.72,2.759,39.6,0.34,0,0.1448,0
2026-06-05 00:00:00,TX-BETA-02,81.22,50.58,66.12,2.856,71.65,0.24,0,0.3137,0
2026-06-05 01:00:00,TX-BETA-02,75.98,39.88,53.89,2.581,15.78,0.26,0,0.1485,0
2026-06-05 02:00:00,TX-BETA-02,76.66,47.36,62.66,2.602,24.57,0.76,0,0.1345,0
2026-06-05 03:00:00,TX-BETA-02,71.58,45.32,59.43,2.694,20.94,1.31,0,0.0638,0
2026-06-05 04:00:00,TX-BETA-02,63.66,42.56,53.07,2.127,37.29,1.9,0,0.0662,0
2026-06-05 05:00:00,TX-BETA-02,58.49,42.47,51.29,2.52,10.76,0.85,0,0.1354,0
2026-06-05 06:00:00,TX-BETA-02,52.37,42.27,50.81,2.203,50.07,1.3,0,0.2377,0
2026-06-05 07:00:00,TX-BETA-02,53.19,45.42,54.37,2.014,46.91,1.08,0,0.1547,0
2026-06-05 08:00:00,TX-BETA-02,58.34,51.74,60.99,2.463,26.29,1.13,0,0.0831,0
2026-06-05 09:00:00,TX-BETA-02,64.15,51.24,62.25,2.397,17.45,1.06,0,0.0172,0
2026-06-05 10:00:00,TX-BETA-02,72.74,56.91,70.14,2.261,10.39,1.5,0,0.081,0
2026-06-05 11:00:00,TX-BETA-02,78.14,60.46,76.67,2.532,21.94,0.65,0,0.0894,0
2026-06-05 12:00:00,TX-BETA-02,77.54,61.22,76.73,2.724,10.32,0.25,0,0.1229,0
2026-06-05 13:00:00,TX-BETA-02,72.07,58.79,74.56,2.375,19.01,2.51,0,0.1458,0
2026-06-05 14:00:00,TX-BETA-02,72.17,62.05,76.46,2.71,18.68,0.7,0,0.1996,0
2026-06-05 15:00:00,TX-BETA-02,72.61,62.66,74.3,2.477,17.93,0.32,0,0.1191,0
2026-06-05 16:00:00,TX-BETA-02,65.34,56.37,70.56,2.493,17.34,0.24,0,0.0864,0
2026-06-05 17:00:00,TX-BETA-02,57.18,55.81,65.62,1.99,34.27,0.74,0,0.115,0
2026-06-05 18:00:00,TX-BETA-02,54.73,50.47,59.15,2.442,20.17,0.63,0,0.0723,0
2026-06-05 19:00:00,TX-BETA-02,58.12,53.56,63.01,2.346,35.87,0.93,0,0.0974,0
2026-06-05 20:00:00,TX-BETA-02,57.03,49.38,59.89,2.28,12.69,0.32,0,0.0905,0
2026-06-05 21:00:00,TX-BETA-02,68.73,48.36,62.48,2.536,12.44,1.89,0,0.0352,0
2026-06-05 22:00:00,TX-BETA-02,70.68,49.14,62.93,2.654,12.5,1.33,0,0.0353,0
2026-06-05 23:00:00,TX-BETA-02,75.86,44.92,60.08,2.859,33.57,1.05,0,0.089,0
2026-06-06 00:00:00,TX-BETA-02,78.6,44.85,61.46,2.505,27.44,2.25,0,0.148,0
2026-06-06 01:00:00,TX-BETA-02,81.75,47.25,63.37,2.793,26.95,0.71,0,0.2045,0
2026-06-06 02:00:00,TX-BETA-02,77.65,43.34,60.52,2.529,13.87,1.51,0,0.0881,0
2026-06-06 03:00:00,TX-BETA-02,66.35,37.66,50.22,2.385,68.48,0.23,0,0.1513,0
2026-06-06 04:00:00,TX-BETA-02,58.94,41.04,51.2,1.944,22.04,0.44,0,0.1252,0
2026-06-06 05:00:00,TX-BETA-02,55.73,37.5,47.8,2.428,36.87,0.95,0,0.2409,0
2026-06-06 06:00:00,TX-BETA-02,54.41,40.27,49.72,2.208,29.62,1.93,0,0.1442,0
2026-06-06 07:00:00,TX-BETA-02,56.93,45.59,54.8,2.199,34.23,0.38,0,0.0438,0
2026-06-06 08:00:00,TX-BETA-02,67.52,47.7,59.82,2.31,21.32,0.99,0,0.0228,0
2026-06-06 09:00:00,TX-BETA-02,69.52,52.68,65.63,2.488,17.57,0.82,0,0.0571,0
2026-06-06 10:00:00,TX-BETA-02,79.18,61.79,78.51,2.295,36.04,2.49,0,0.2005,0
2026-06-06 11:00:00,TX-BETA-02,84.33,59.49,76.25,2.45,10.81,0.66,0,0.2407,0
2026-06-06 12:00:00,TX-BETA-02,85.66,59.39,77.65,2.623,51.26,0.56,0,0.2637,0
2026-06-06 13:00:00,TX-BETA-02,75.85,63.01,77.7,2.59,13.18,2.41,0,0.1707,0
2026-06-06 14:00:00,TX-BETA-02,72.27,60.23,72.4,2.699,20.6,0.5,0,0.0674,0
2026-06-06 15:00:00,TX-BETA-02,68.68,58.53,72.36,2.936,13.4,1.48,0,0.099,0
2026-06-06 16:00:00,TX-BETA-02,62.98,56.54,66.23,2.149,26.6,0.91,0,0.096,0
2026-06-06 17:00:00,TX-BETA-02,55.64,59.76,70.69,2.378,16.29,0.26,0,0.1979,0
2026-06-06 18:00:00,TX-BETA-02,61.8,48.76,59.66,2.546,10.27,0.77,0,0.1375,0
2026-06-06 19:00:00,TX-BETA-02,58.51,55.19,64.4,2.392,10.62,0.36,0,0.1268,0
2026-06-06 20:00:00,TX-BETA-02,66.03,43.85,56.8,2.474,20.25,1.15,0,0.0526,0
2026-06-06 21:00:00,TX-BETA-02,71.95,50.56,64.52,2.789,52.44,0.7,0,0.0838,0
2026-06-06 22:00:00,TX-BETA-02,74.63,46.91,61.88,2.441,25.6,0.24,0,0.0541,0
2026-06-06 23:00:00,TX-BETA-02,74.29,44.98,59.6,2.229,20.92,0.67,0,0.0567,0
2026-06-07 00:00:00,TX-BETA-02,75.03,41.09,56.62,2.26,18.26,0.35,0,0.112,0
2026-06-07 01:00:00,TX-BETA-02,71.52,41.62,56.32,2.68,23.36,1.76,0,0.0653,0
2026-06-07 02:00:00,TX-BETA-02,76.57,41.26,55.97,2.152,69.17,0.68,0,0.2553,0
2026-06-07 03:00:00,TX-BETA-02,73.32,43.41,57.6,2.367,11.86,0.5,0,0.1385,0
2026-06-07 04:00:00,TX-BETA-02,61.79,36.64,46.15,2.194,13.48,0.63,0,0.1133,0
2026-06-07 05:00:00,TX-BETA-02,57.48,49.93,60.27,2.598,53.5,1.02,0,0.0916,0
2026-06-07 06:00:00,TX-BETA-02,54.66,41.68,48.92,2.221,10.23,0.46,0,0.1105,0
2026-06-07 07:00:00,TX-BETA-02,59.49,49.21,60.59,2.426,11.44,0.41,0,0.0387,0
2026-06-07 08:00:00,TX-BETA-02,56.8,69.06,85.64,2.029,63.76,1.26,1,0.5513,1
2026-06-07 09:00:00,TX-BETA-02,71.52,53.31,66.29,2.4,20.07,1.07,0,0.0214,0
2026-06-07 10:00:00,TX-BETA-02,81.32,58.65,74.72,2.714,12.92,2.7,0,0.2166,0
2026-06-07 11:00:00,TX-BETA-02,79.1,60.76,77.66,2.7,11.84,2.77,0,0.276,0
2026-06-07 12:00:00,TX-BETA-02,83.47,70.9,89.18,2.891,11.24,0.5,1,0.4922,0
2026-06-07 13:00:00,TX-BETA-02,77.45,82.18,105.13,2.454,12.59,0.29,1,0.6369,1
2026-06-07 14:00:00,TX-BETA-02,75.72,63.23,78.88,2.896,21.31,0.79,0,0.2426,0
2026-06-07 15:00:00,TX-BETA-02,69.2,59.2,73.23,2.186,41.49,2.14,0,0.1328,0
2026-06-07 16:00:00,TX-BETA-02,61.29,55.51,67.43,2.077,26.82,0.23,0,0.09,0
2026-06-07 17:00:00,TX-BETA-02,58.89,59.13,67.76,2.15,14.62,0.68,0,0.1923,0
2026-06-07 18:00:00,TX-BETA-02,57.78,52.07,61.2,1.819,21.56,0.34,0,0.1484,0
2026-06-07 19:00:00,TX-BETA-02,56.32,52.38,61.39,2.07,34.97,0.32,0,0.2552,0
2026-06-07 20:00:00,TX-BETA-02,59.51,51.12,61.95,2.036,16.16,0.5,0,0.054,0
2026-06-07 21:00:00,TX-BETA-02,62.29,43.12,54.8,2.342,23.35,0.88,0,0.0388,0
2026-06-07 22:00:00,TX-BETA-02,70.73,46.86,60.78,2.415,34.6,1.07,0,0.0342,0
2026-06-07 23:00:00,TX-BETA-02,83.16,49.72,66.78,2.839,17.38,1.23,0,0.2457,0
2026-06-08 00:00:00,TX-BETA-02,76.4,40.73,56.49,2.566,17.44,0.28,0,0.0646,0
2026-06-08 01:00:00,TX-BETA-02,70.69,39.09,53.08,2.305,13.28,0.35,0,0.0775,0
2026-06-08 02:00:00,TX-BETA-02,69.25,39.16,52.89,2.353,33.55,0.61,0,0.0761,0
2026-06-08 03:00:00,TX-BETA-02,60.89,35.57,45.5,2.215,39.27,1.06,0,0.1282,0
2026-06-08 04:00:00,TX-BETA-02,61.12,38.32,47.19,2.036,12.21,0.31,0,0.0918,0
2026-06-08 05:00:00,TX-BETA-02,49.89,38.74,47.72,2.035,16.38,1.19,0,0.1915,0
2026-06-08 06:00:00,TX-BETA-02,58.59,45.27,53.99,2.121,16.3,1.22,0,0.1004,0
2026-06-08 07:00:00,TX-BETA-02,54.31,45.14,53.73,2.295,41.35,1.25,0,0.1152,0
2026-06-08 08:00:00,TX-BETA-02,60.94,45.09,57.85,2.53,20.57,1.78,0,0.0486,0
2026-06-08 09:00:00,TX-BETA-02,74.34,53.81,69.1,2.371,10.07,0.3,0,0.1916,0
2026-06-08 10:00:00,TX-BETA-02,71.53,54.46,69.07,2.68,29.36,0.5,0,0.0717,0
2026-06-08 11:00:00,TX-BETA-02,78.31,61.32,77.37,2.715,46.56,1.33,0,0.1872,0
2026-06-08 12:00:00,TX-BETA-02,85.77,63.41,81.85,2.825,11.31,0.78,0,0.3163,0
2026-06-08 13:00:00,TX-BETA-02,88.59,64.73,86.09,3.121,12.69,3.33,1,0.6401,0
2026-06-08 14:00:00,TX-BETA-02,69.82,59.42,70.62,2.3,39.88,0.49,0,0.1604,0
2026-06-08 15:00:00,TX-BETA-02,69.73,55.82,69.61,2.666,38.78,0.79,0,0.1004,0
2026-06-08 16:00:00,TX-BETA-02,64.0,58.54,70.51,2.164,14.82,0.65,0,0.1319,0
2026-06-08 17:00:00,TX-BETA-02,62.04,56.62,67.53,2.322,27.89,2.49,0,0.1274,0
2026-06-08 18:00:00,TX-BETA-02,52.39,48.91,57.48,2.316,29.36,1.0,0,0.1772,0
2026-06-08 19:00:00,TX-BETA-02,67.57,51.29,62.82,2.592,40.78,0.49,0,0.0689,0
2026-06-08 20:00:00,TX-BETA-02,61.9,44.51,57.39,2.241,11.71,1.26,0,0.0796,0
2026-06-08 21:00:00,TX-BETA-02,60.89,48.03,61.2,2.31,21.88,0.5,0,0.0841,0
2026-06-08 22:00:00,TX-BETA-02,75.81,49.72,61.88,2.644,14.38,0.22,0,0.101,0
2026-06-08 23:00:00,TX-BETA-02,84.45,50.81,69.88,2.906,13.43,0.71,1,0.3928,0
2026-06-09 00:00:00,TX-BETA-02,78.39,42.72,58.21,2.588,20.04,0.78,0,0.067,0
2026-06-09 01:00:00,TX-BETA-02,70.76,43.06,56.08,2.385,35.01,1.21,0,0.0455,0
2026-06-09 02:00:00,TX-BETA-02,82.24,43.87,61.31,2.878,26.07,0.6,0,0.2377,0
2026-06-09 03:00:00,TX-BETA-02,70.54,41.7,57.39,2.598,15.85,0.97,0,0.0458,0
2026-06-09 04:00:00,TX-BETA-02,63.51,35.87,48.56,1.888,21.76,0.32,0,0.1385,0
2026-06-09 05:00:00,TX-BETA-02,60.99,41.76,53.02,2.275,35.76,0.35,0,0.0474,0
2026-06-09 06:00:00,TX-BETA-02,53.23,42.97,51.58,2.161,18.41,0.3,0,0.1251,0
2026-06-09 07:00:00,TX-BETA-02,60.42,43.56,54.34,2.331,22.68,0.67,0,0.0674,0
2026-06-09 08:00:00,TX-BETA-02,61.3,47.44,59.26,2.319,38.12,0.28,0,0.0265,0
2026-06-09 09:00:00,TX-BETA-02,66.38,53.0,65.26,2.738,11.96,0.68,0,0.0566,0
2026-06-09 10:00:00,TX-BETA-02,73.59,61.0,76.53,2.522,20.08,0.38,0,0.1052,0
2026-06-09 11:00:00,TX-BETA-02,81.14,60.09,77.74,2.541,12.08,0.77,0,0.182,0
2026-06-09 12:00:00,TX-BETA-02,76.11,57.78,72.14,2.878,29.07,0.47,0,0.0908,0
2026-06-09 13:00:00,TX-BETA-02,75.23,64.55,79.39,2.797,13.76,0.84,0,0.1328,0
2026-06-09 14:00:00,TX-BETA-02,74.96,64.84,79.35,2.632,14.36,0.34,0,0.1432,0
2026-06-09 15:00:00,TX-BETA-02,63.68,56.55,67.32,2.482,42.4,0.65,0,0.1156,0
2026-06-09 16:00:00,TX-BETA-02,63.9,56.21,69.65,2.256,17.33,1.0,0,0.0791,0
2026-06-09 17:00:00,TX-BETA-02,54.9,59.7,69.73,2.12,13.38,1.44,0,0.2269,0
2026-06-09 18:00:00,TX-BETA-02,58.33,55.6,65.76,1.883,21.37,1.45,0,0.1382,0
2026-06-09 19:00:00,TX-BETA-02,52.44,48.7,57.86,1.696,41.38,0.45,0,0.2496,0
2026-06-09 20:00:00,TX-BETA-02,57.6,51.15,59.93,2.443,22.31,0.35,0,0.04,0
2026-06-09 21:00:00,TX-BETA-02,68.15,46.3,59.19,2.229,11.1,0.45,0,0.049,0
2026-06-09 22:00:00,TX-BETA-02,76.9,48.07,65.05,2.533,35.96,1.17,0,0.1239,0
2026-06-09 23:00:00,TX-BETA-02,74.54,46.15,60.66,2.077,10.68,1.21,0,0.1409,0
2026-06-10 00:00:00,TX-BETA-02,76.56,70.33,94.9,2.517,26.32,1.12,1,0.5712,1
2026-06-10 01:00:00,TX-BETA-02,77.16,41.39,58.35,2.403,11.93,0.5,0,0.1395,0
2026-06-10 02:00:00,TX-BETA-02,73.04,41.63,58.39,2.525,15.27,0.35,0,0.1306,0
2026-06-10 03:00:00,TX-BETA-02,69.08,38.9,52.78,2.456,12.97,0.23,0,0.0961,0
2026-06-10 04:00:00,TX-BETA-02,59.05,44.65,54.26,2.101,20.12,1.63,0,0.1901,0
2026-06-10 05:00:00,TX-BETA-02,56.56,42.28,53.54,2.417,23.84,0.26,0,0.0811,0
2026-06-10 06:00:00,TX-BETA-02,56.76,40.88,49.55,2.474,15.57,0.43,0,0.1209,0
2026-06-10 07:00:00,TX-BETA-02,56.82,50.51,60.18,2.176,37.8,0.5,0,0.0918,0
2026-06-10 08:00:00,TX-BETA-02,57.19,49.81,57.9,2.031,10.21,0.64,0,0.1095,0
2026-06-10 09:00:00,TX-BETA-02,66.46,51.67,63.34,2.491,46.93,0.25,0,0.0719,0
2026-06-10 10:00:00,TX-BETA-02,74.16,58.43,73.31,2.528,19.45,0.68,0,0.0328,0
2026-06-10 11:00:00,TX-BETA-02,82.42,67.13,86.84,2.276,34.37,0.41,1,0.4364,0
2026-06-10 12:00:00,TX-BETA-02,83.46,65.17,83.3,2.852,34.37,0.37,0,0.3414,0
2026-06-10 13:00:00,TX-BETA-02,78.44,67.24,83.46,2.735,28.01,0.57,0,0.3448,0
2026-06-10 14:00:00,TX-BETA-02,74.85,59.99,76.66,2.19,17.48,0.78,0,0.1346,0
2026-06-10 15:00:00,TX-BETA-02,60.43,56.97,68.86,2.101,11.16,0.22,0,0.128,0
2026-06-10 16:00:00,TX-BETA-02,59.06,56.66,67.12,2.242,21.1,0.61,0,0.0694,0
2026-06-10 17:00:00,TX-BETA-02,56.98,61.16,70.53,2.131,25.65,0.33,0,0.1416,0
2026-06-10 18:00:00,TX-BETA-02,55.64,52.26,60.91,2.37,12.67,0.85,0,0.1023,0
2026-06-10 19:00:00,TX-BETA-02,55.42,51.48,60.88,2.553,24.59,1.37,0,0.0984,0
2026-06-10 20:00:00,TX-BETA-02,61.52,49.76,59.43,2.557,32.68,3.57,0,0.1198,0
2026-06-10 21:00:00,TX-BETA-02,65.09,47.53,58.76,2.551,19.72,0.45,0,0.0387,0
2026-06-10 22:00:00,TX-BETA-02,85.64,48.37,67.34,2.602,25.62,0.2,0,0.2628,0
2026-06-10 23:00:00,TX-BETA-02,78.69,46.3,63.38,2.473,63.36,0.49,0,0.1933,0
2026-06-11 00:00:00,TX-BETA-02,73.98,43.57,58.69,2.624,10.34,0.46,0,0.0469,0
2026-06-11 01:00:00,TX-BETA-02,82.83,44.97,63.42,2.999,47.23,0.33,0,0.3517,0
2026-06-11 02:00:00,TX-BETA-02,79.17,45.08,61.79,2.48,10.1,2.07,0,0.1856,0
2026-06-11 03:00:00,TX-BETA-02,71.89,39.63,55.69,2.632,67.47,1.03,0,0.178,0
2026-06-11 04:00:00,TX-BETA-02,58.2,43.47,53.52,1.903,18.13,1.26,0,0.0893,0
2026-06-11 05:00:00,TX-BETA-02,56.95,42.2,52.15,1.965,13.64,3.93,0,0.2058,0
2026-06-11 06:00:00,TX-BETA-02,56.5,39.21,49.53,2.188,16.31,2.13,0,0.1595,0
2026-06-11 07:00:00,TX-BETA-02,56.58,46.88,57.26,2.17,15.45,0.22,0,0.0516,0
2026-06-11 08:00:00,TX-BETA-02,55.36,51.23,60.86,2.206,44.26,0.59,0,0.193,0
2026-06-11 09:00:00,TX-BETA-02,69.93,52.91,67.18,2.483,21.33,1.48,0,0.0353,0
2026-06-11 10:00:00,TX-BETA-02,76.3,58.26,72.61,2.647,15.43,0.87,0,0.0662,0
2026-06-11 11:00:00,TX-BETA-02,80.23,60.99,78.05,2.443,26.41,2.65,0,0.2653,0
2026-06-11 12:00:00,TX-BETA-02,79.04,66.0,83.35,2.616,37.03,1.19,0,0.2451,0
2026-06-11 13:00:00,TX-BETA-02,81.74,66.82,84.96,2.873,23.67,0.23,0,0.324,0
2026-06-11 14:00:00,TX-BETA-02,80.48,63.12,80.63,2.321,13.39,0.76,0,0.2069,0
2026-06-11 15:00:00,TX-BETA-02,63.45,55.98,66.99,2.797,11.86,0.22,0,0.1023,0
2026-06-11 16:00:00,TX-BETA-02,63.93,55.09,67.27,2.258,46.93,1.24,0,0.1278,0
2026-06-11 17:00:00,TX-BETA-02,63.97,54.31,65.2,2.278,21.11,0.89,0,0.0233,0
2026-06-11 18:00:00,TX-BETA-02,58.09,61.84,73.19,2.09,15.62,0.73,0,0.1825,0
2026-06-11 19:00:00,TX-BETA-02,54.43,50.44,56.91,2.117,13.56,0.53,0,0.1578,0
2026-06-11 20:00:00,TX-BETA-02,69.98,49.19,63.53,2.223,255.43,46.48,1,0.881,1
2026-06-11 21:00:00,TX-BETA-02,72.82,47.09,60.95,2.501,10.22,1.04,0,0.0172,0
2026-06-11 22:00:00,TX-BETA-02,71.74,46.97,61.16,2.791,39.27,1.96,0,0.0738,0
2026-06-11 23:00:00,TX-BETA-02,76.56,46.57,61.68,3.046,17.46,0.31,0,0.1539,0
2026-06-12 00:00:00,TX-BETA-02,79.45,42.64,58.8,2.931,24.78,1.11,0,0.196,0
2026-06-12 01:00:00,TX-BETA-02,73.07,44.03,58.88,2.324,15.38,1.96,0,0.0954,0
2026-06-12 02:00:00,TX-BETA-02,76.91,44.96,59.62,2.349,12.61,1.44,0,0.1018,0
2026-06-12 03:00:00,TX-BETA-02,67.74,40.04,53.43,2.674,15.68,0.28,0,0.0676,0
2026-06-12 04:00:00,TX-BETA-02,59.8,41.5,49.95,2.307,39.55,1.49,0,0.1039,0
2026-06-12 05:00:00,TX-BETA-02,54.71,40.68,48.67,2.007,61.16,1.44,0,0.1875,0
2026-06-12 06:00:00,TX-BETA-02,58.38,48.31,59.59,8.708,26.59,1.59,1,0.3937,1
2026-06-12 07:00:00,TX-BETA-02,54.67,55.28,65.49,2.08,10.75,1.49,0,0.1515,0
2026-06-12 08:00:00,TX-BETA-02,60.1,47.89,58.67,2.185,42.2,0.55,0,0.0704,0
2026-06-12 09:00:00,TX-BETA-02,68.11,73.83,94.12,2.384,28.75,0.24,1,0.5441,1
2026-06-12 10:00:00,TX-BETA-02,81.08,61.98,77.49,2.729,56.72,0.38,0,0.2783,0
2026-06-12 11:00:00,TX-BETA-02,72.0,58.54,71.82,2.598,33.15,0.63,0,0.0511,0
2026-06-12 12:00:00,TX-BETA-02,75.86,63.37,79.56,2.561,21.04,0.89,0,0.1216,0
2026-06-12 13:00:00,TX-BETA-02,83.43,66.7,85.79,2.614,16.84,0.95,0,0.3427,0
2026-06-12 14:00:00,TX-BETA-02,74.94,56.85,72.51,2.675,33.31,0.43,0,0.0689,0
2026-06-12 15:00:00,TX-BETA-02,66.46,57.95,70.45,2.734,25.65,0.74,0,0.1434,0
2026-06-12 16:00:00,TX-BETA-02,59.46,59.84,70.89,2.399,14.06,2.42,0,0.1469,0
2026-06-12 17:00:00,TX-BETA-02,53.53,53.45,63.37,2.028,37.53,1.66,0,0.1802,0
2026-06-12 18:00:00,TX-BETA-02,63.74,48.95,58.56,2.232,27.75,1.73,0,0.0512,0
2026-06-12 19:00:00,TX-BETA-02,62.82,48.07,59.31,2.323,21.13,0.8,0,0.0154,0
2026-06-12 20:00:00,TX-BETA-02,57.03,51.6,62.47,2.272,34.59,1.2,0,0.1931,0
2026-06-12 21:00:00,TX-BETA-02,64.91,46.32,58.49,2.486,15.83,0.21,0,0.0519,0
2026-06-12 22:00:00,TX-BETA-02,75.26,48.24,63.13,2.83,19.05,1.2,0,0.2356,0
2026-06-12 23:00:00,TX-BETA-02,80.8,46.06,64.76,2.716,28.36,1.11,0,0.2579,0
2026-06-13 00:00:00,TX-BETA-02,78.08,48.55,63.25,2.988,16.02,0.86,0,0.162,0
2026-06-13 01:00:00,TX-BETA-02,81.06,47.64,64.36,2.807,12.6,0.61,0,0.1425,0
2026-06-13 02:00:00,TX-BETA-02,80.4,45.3,61.98,2.876,49.58,1.0,0,0.1984,0
2026-06-13 03:00:00,TX-BETA-02,66.46,40.17,54.03,2.903,15.82,2.01,0,0.1081,0
2026-06-13 04:00:00,TX-BETA-02,66.39,41.73,56.36,2.586,11.43,0.37,0,0.0746,0
2026-06-13 05:00:00,TX-BETA-02,59.87,44.89,55.54,2.496,30.91,0.54,0,0.0845,0
2026-06-13 06:00:00,TX-BETA-02,54.18,43.68,52.76,2.236,37.32,0.39,0,0.1324,0
2026-06-13 07:00:00,TX-BETA-02,59.54,48.43,59.69,2.437,14.63,2.0,0,0.131,0
2026-06-13 08:00:00,TX-BETA-02,65.91,45.03,59.38,2.045,19.54,1.91,0,0.0625,0
2026-06-13 09:00:00,TX-BETA-02,63.43,51.14,61.51,2.43,15.04,2.67,0,0.0684,0
2026-06-13 10:00:00,TX-BETA-02,71.62,60.08,74.83,2.519,56.55,1.91,0,0.1395,0
2026-06-13 11:00:00,TX-BETA-02,77.64,62.92,80.67,2.847,21.59,0.3,0,0.2014,0
2026-06-13 12:00:00,TX-BETA-02,77.5,61.61,76.69,2.913,16.99,0.36,0,0.1561,0
2026-06-13 13:00:00,TX-BETA-02,80.72,64.72,80.19,2.638,13.26,1.4,0,0.2436,0
2026-06-13 14:00:00,TX-BETA-02,68.36,60.17,75.19,2.582,12.51,0.36,0,0.1123,0
2026-06-13 15:00:00,TX-BETA-02,67.69,57.76,71.79,2.776,16.54,0.93,0,0.1138,0
2026-06-13 16:00:00,TX-BETA-02,60.03,53.32,63.91,2.397,47.33,1.23,0,0.1185,0
2026-06-13 17:00:00,TX-BETA-02,54.18,56.74,64.73,1.828,16.43,0.28,0,0.2517,0
2026-06-13 18:00:00,TX-BETA-02,49.23,51.13,59.48,2.426,43.07,0.38,0,0.2071,0
2026-06-13 19:00:00,TX-BETA-02,53.74,51.6,60.15,1.992,14.42,2.91,0,0.1547,0
2026-06-13 20:00:00,TX-BETA-02,69.84,50.87,65.29,2.499,51.67,0.76,0,0.0518,0
2026-06-13 21:00:00,TX-BETA-02,71.07,52.01,67.43,2.505,16.22,0.76,0,0.0817,0
2026-06-13 22:00:00,TX-BETA-02,75.47,46.23,61.23,2.67,18.96,0.28,0,0.0534,0
2026-06-13 23:00:00,TX-BETA-02,75.42,45.87,61.97,2.443,11.25,0.28,0,0.0904,0
2026-06-14 00:00:00,TX-BETA-02,81.38,46.57,64.41,2.892,24.08,0.71,0,0.197,0
2026-06-14 01:00:00,TX-BETA-02,80.63,43.02,58.31,2.834,10.39,0.39,0,0.298,0
2026-06-14 02:00:00,TX-BETA-02,74.59,42.76,56.42,2.485,268.06,53.86,1,0.8072,1
2026-06-14 03:00:00,TX-BETA-02,66.45,38.04,50.98,2.595,17.53,2.02,0,0.0935,0
2026-06-14 04:00:00,TX-BETA-02,59.32,42.28,53.83,2.061,14.37,0.86,0,0.0786,0
2026-06-14 05:00:00,TX-BETA-02,57.79,43.02,53.19,2.148,12.88,1.64,0,0.0559,0
2026-06-14 06:00:00,TX-BETA-02,55.18,49.81,59.3,1.894,12.27,1.1,0,0.1743,0
2026-06-14 07:00:00,TX-BETA-02,55.33,48.82,58.22,2.179,10.47,0.24,0,0.1652,0
2026-06-14 08:00:00,TX-BETA-02,66.12,48.18,60.5,2.338,11.34,0.45,0,0.0001,0
2026-06-14 09:00:00,TX-BETA-02,69.56,52.21,66.12,2.328,30.76,1.81,0,0.0786,0
2026-06-14 10:00:00,TX-BETA-02,68.08,51.06,64.95,2.232,10.75,0.4,0,0.0456,0
2026-06-14 11:00:00,TX-BETA-02,72.35,59.64,75.56,2.567,13.67,0.34,0,0.0813,0
2026-06-14 12:00:00,TX-BETA-02,71.79,63.07,79.27,2.664,29.89,0.39,0,0.2642,0
2026-06-14 13:00:00,TX-BETA-02,78.44,66.36,83.4,2.623,44.21,0.7,0,0.2674,0
2026-06-14 14:00:00,TX-BETA-02,72.6,58.17,73.88,2.775,44.87,0.62,0,0.0962,0
2026-06-14 15:00:00,TX-BETA-02,59.01,58.56,67.84,2.332,12.61,1.42,0,0.1122,0
2026-06-14 16:00:00,TX-BETA-02,67.69,56.27,69.24,2.272,44.87,0.75,0,0.058,0
2026-06-14 17:00:00,TX-BETA-02,63.98,50.09,60.08,2.605,14.93,0.35,0,0.0737,0
2026-06-14 18:00:00,TX-BETA-02,62.79,50.61,62.22,2.438,30.46,0.55,0,0.1144,0
2026-06-14 19:00:00,TX-BETA-02,51.44,47.27,56.69,2.213,31.49,0.21,0,0.2164,0
2026-06-14 20:00:00,TX-BETA-02,64.59,44.51,56.4,2.172,27.89,0.48,0,0.0184,0
2026-06-14 21:00:00,TX-BETA-02,74.01,50.0,64.76,2.434,431.6,33.12,1,0.7948,1
2026-06-14 22:00:00,TX-BETA-02,131.58,51.72,97.01,2.699,44.8,2.64,1,1.0,1
2026-06-14 23:00:00,TX-BETA-02,80.6,44.43,62.26,2.713,21.42,1.35,0,0.1461,0
2026-06-15 00:00:00,TX-BETA-02,84.28,49.65,67.37,2.743,24.23,2.08,0,0.322,0
2026-06-15 01:00:00,TX-BETA-02,80.87,42.92,59.17,2.591,10.6,1.03,0,0.1386,0
2026-06-15 02:00:00,TX-BETA-02,115.93,44.7,86.41,2.594,25.32,1.78,1,0.8578,1
2026-06-15 03:00:00,TX-BETA-02,60.08,36.05,46.94,2.231,17.75,0.35,0,0.1075,0
2026-06-15 04:00:00,TX-BETA-02,60.69,35.32,45.73,2.352,11.76,1.31,0,0.155,0
2026-06-15 05:00:00,TX-BETA-02,55.0,46.12,56.06,2.062,18.51,0.68,0,0.1742,0
